timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1710145614042,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7064,2,0,0
1710145614044,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,502,421,1,1,null,0,42,0
1710145614044,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,2,0,0
1710145614088,2,/find,200,,sendOrders 1-1,text,true,,247,173,1,1,http://localhost:8080/api/data-base/find-7065,2,0,0
1710145614090,5,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,425,1,1,null,0,46,0
1710145614135,3,/api/make-order,200,,sendOrders 1-1,text,true,,255,252,1,1,http://localhost:8080/api/make-order,3,0,0
1710145614138,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7066,2,0,0
1710145614141,5,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,501,420,1,1,null,0,86,0
1710145614182,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145614229,3,/find,200,,sendOrders 1-1,text,true,,246,173,1,1,http://localhost:8080/api/data-base/find-7067,3,0,0
1710145614232,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,46,0
1710145614277,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,1,0,0
1710145614279,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7068,2,0,0
1710145614419,3,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 1",sendOrders 1-1,,false,,376,420,1,1,null,0,0,0
1710145614419,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,1,0,0
1710145614420,2,/find,200,,sendOrders 1-1,,false,Response was null,121,173,1,1,http://localhost:8080/api/data-base/find-7069,2,0,0
1710145614422,4,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,1,0
1710145614423,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,2,0,0
1710145614425,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7070,2,0,0
1710145614428,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 1",sendOrders 1-1,,false,,376,420,1,1,null,0,37,0
1710145614465,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145614467,2,/find,200,,sendOrders 1-1,,false,Response was null,121,173,1,1,http://localhost:8080/api/data-base/find-7071,2,0,0
1710145614469,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,419,1,1,null,0,88,0
1710145614512,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,2,0,0
1710145614558,1,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7072,1,0,0
1710145614560,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 1",sendOrders 1-1,,false,,376,419,1,1,null,0,45,0
1710145614605,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,2,0,0
1710145614607,2,/find,200,,sendOrders 1-1,,false,Response was null,121,173,1,1,http://localhost:8080/api/data-base/find-7073,2,0,0
1710145614609,4,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,420,1,1,null,0,87,0
1710145614651,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145614698,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7074,2,0,0
1710145614700,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,503,422,1,1,null,0,43,0
1710145614700,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,249,1,1,http://localhost:8080/api/make-order,2,0,0
1710145614745,2,/find,200,,sendOrders 1-1,text,true,,248,173,1,1,http://localhost:8080/api/data-base/find-7075,2,0,0
1710145614747,4,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,425,1,1,null,0,89,0
1710145614791,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,252,1,1,http://localhost:8080/api/make-order,2,0,0
1710145614838,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7076,2,0,0
1710145614959,3,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 1",sendOrders 1-1,,false,,376,420,1,1,null,0,0,0
1710145614959,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145614961,1,/find,200,,sendOrders 1-1,,false,Response was null,121,173,1,1,http://localhost:8080/api/data-base/find-7077,1,0,0
1710145614962,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,0,0
1710145614962,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,2,0,0
1710145614964,1,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7078,1,0,0
1710145614966,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,501,420,1,1,null,0,89,0
1710145615011,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145615057,2,/find,200,,sendOrders 1-1,text,true,,246,173,1,1,http://localhost:8080/api/data-base/find-7079,2,0,0
1710145615059,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,45,0
1710145615103,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,2,0,0
1710145615105,1,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7080,1,0,0
1710145615107,3,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,500,419,1,1,null,0,88,0
1710145615151,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,1,0,0
1710145615196,2,/find,200,,sendOrders 1-1,text,true,,245,173,1,1,http://localhost:8080/api/data-base/find-7081,2,0,0
1710145615198,5,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,419,1,1,null,0,45,0
1710145615243,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,2,0,0
1710145615245,3,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7082,3,0,0
1710145615248,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,502,421,1,1,null,0,87,0
1710145615289,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,2,0,0
1710145615337,2,/find,200,,sendOrders 1-1,text,true,,247,173,1,1,http://localhost:8080/api/data-base/find-7083,2,0,0
1710145615480,4,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,420,1,1,null,0,0,0
1710145615480,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145615482,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7084,2,0,0
1710145615485,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 1",sendOrders 1-1,,false,,376,421,1,1,null,0,0,0
1710145615485,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,2,0,0
1710145615487,2,/find,200,,sendOrders 1-1,,false,Response was null,121,173,1,1,http://localhost:8080/api/data-base/find-7085,2,0,0
1710145615489,2,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,425,1,1,null,0,35,0
1710145615489,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,252,1,1,http://localhost:8080/api/make-order,1,0,0
1710145615525,1,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7086,1,0,0
1710145615526,3,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 1",sendOrders 1-1,,false,,376,421,1,1,null,0,46,0
1710145615572,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,2,0,0
1710145615574,1,/find,200,,sendOrders 1-1,,false,Response was null,121,173,1,1,http://localhost:8080/api/data-base/find-7087,1,0,0
1710145615576,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,347,423,1,1,null,0,90,0
1710145615620,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,1,0,0
1710145615667,2,/find,200,,sendOrders 1-1,,true,,92,173,1,1,http://localhost:8080/api/data-base/find-7088,2,0,0
1710145615669,5,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,502,421,1,1,null,0,41,1
1710145615669,3,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,3,0,1
1710145615713,2,/find,200,,sendOrders 1-1,text,true,,247,173,1,1,http://localhost:8080/api/data-base/find-7089,2,0,0
1710145615715,5,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,86,0
1710145615758,3,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,3,0,0
1710145615804,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7090,2,0,0
1710145615976,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 1",sendOrders 1-1,,false,,376,421,1,1,null,0,0,0
1710145615976,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,2,0,0
1710145615978,2,/find,200,,sendOrders 1-1,,false,Response was null,121,173,1,1,http://localhost:8080/api/data-base/find-7091,2,0,0
1710145615980,4,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,419,1,1,null,0,0,0
1710145615980,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,2,0,0
1710145615982,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7092,2,0,0
1710145615984,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 1",sendOrders 1-1,,false,,376,420,1,1,null,0,0,0
1710145615984,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145615986,2,/find,200,,sendOrders 1-1,,false,Response was null,121,173,1,1,http://localhost:8080/api/data-base/find-7093,2,0,0
1710145615988,4,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,420,1,1,null,0,80,0
1710145616024,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145616070,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7094,2,0,0
1710145616072,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,501,420,1,1,null,0,44,0
1710145616072,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145616118,2,/find,200,,sendOrders 1-1,text,true,,246,173,1,1,http://localhost:8080/api/data-base/find-7095,2,0,0
1710145616120,4,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,425,1,1,null,0,44,0
1710145616164,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,252,1,1,http://localhost:8080/api/make-order,2,0,0
1710145616166,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7096,2,0,0
1710145616168,3,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,501,420,1,1,null,0,89,0
1710145616211,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,1,0,0
1710145616257,2,/find,200,,sendOrders 1-1,text,true,,246,173,1,1,http://localhost:8080/api/data-base/find-7097,2,0,0
1710145616260,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,45,0
1710145616304,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,2,0,0
1710145616306,1,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7098,1,0,0
1710145616447,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 1",sendOrders 1-1,,false,,376,419,1,1,null,0,0,0
1710145616447,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,2,0,0
1710145616449,2,/find,200,,sendOrders 1-1,,false,Response was null,121,173,1,1,http://localhost:8080/api/data-base/find-7099,2,0,0
1710145616451,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,1,0
1710145616452,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,1,0,0
1710145616453,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7100,2,0,0
1710145616455,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,503,422,1,1,null,0,81,0
1710145616491,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,249,1,1,http://localhost:8080/api/make-order,2,0,0
1710145616538,2,/find,200,,sendOrders 1-1,text,true,,248,173,1,1,http://localhost:8080/api/data-base/find-7101,2,0,0
1710145616540,4,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,419,1,1,null,0,42,0
1710145616540,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,2,0,0
1710145616584,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7102,2,0,0
1710145616586,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,501,420,1,1,null,0,89,0
1710145616630,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145616677,2,/find,200,,sendOrders 1-1,text,true,,246,173,1,1,http://localhost:8080/api/data-base/find-7103,2,0,0
1710145616679,4,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,420,1,1,null,0,43,0
1710145616679,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145616724,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7104,2,0,0
1710145616727,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 1",sendOrders 1-1,,false,,376,420,1,1,null,0,44,0
1710145616771,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145616773,2,/find,200,,sendOrders 1-1,,false,Response was null,121,173,1,1,http://localhost:8080/api/data-base/find-7105,2,0,0
1710145616775,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,425,1,1,null,0,89,0
1710145616818,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,252,1,1,http://localhost:8080/api/make-order,1,0,0
1710145616865,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7106,2,0,0
1710145617041,3,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 1",sendOrders 1-1,,false,,376,419,1,1,null,0,0,0
1710145617041,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,1,0,0
1710145617042,2,/find,200,,sendOrders 1-1,,false,Response was null,121,173,1,1,http://localhost:8080/api/data-base/find-7107,2,0,0
1710145617044,5,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,85,0
1710145617085,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,2,0,0
1710145617131,3,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7108,3,0,0
1710145617134,5,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,502,421,1,1,null,0,41,0
1710145617134,3,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,3,0,0
1710145617177,2,/find,200,,sendOrders 1-1,text,true,,247,173,1,1,http://localhost:8080/api/data-base/find-7109,2,0,0
1710145617180,4,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,90,0
1710145617224,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,2,0,0
1710145617271,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7110,2,0,0
1710145617274,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,502,421,1,1,null,0,44,0
1710145617274,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,2,0,0
1710145617319,2,/find,200,,sendOrders 1-1,text,true,,247,173,1,1,http://localhost:8080/api/data-base/find-7111,2,0,0
1710145617322,2,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,419,1,1,null,0,45,0
1710145617366,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,1,0,0
1710145617368,1,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7112,1,0,0
1710145617526,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 1",sendOrders 1-1,,false,,376,421,1,1,null,0,0,0
1710145617526,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,2,0,0
1710145617528,2,/find,200,,sendOrders 1-1,,false,Response was null,121,173,1,1,http://localhost:8080/api/data-base/find-7113,2,0,0
1710145617530,4,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,420,1,1,null,0,0,0
1710145617530,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145617532,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7114,2,0,0
1710145617534,2,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 1",sendOrders 1-1,,false,,376,421,1,1,null,0,38,0
1710145617571,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,1,0,0
1710145617573,1,/find,200,,sendOrders 1-1,,false,Response was null,121,173,1,1,http://localhost:8080/api/data-base/find-7115,1,0,0
1710145617575,4,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,425,1,1,null,0,86,0
1710145617616,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,252,1,1,http://localhost:8080/api/make-order,2,0,0
1710145617663,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7116,2,0,0
1710145617665,2,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 1",sendOrders 1-1,,false,,376,421,1,1,null,0,45,0
1710145617709,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,248,1,1,http://localhost:8080/api/make-order,1,0,0
1710145617711,1,/find,200,,sendOrders 1-1,,false,Response was null,121,173,1,1,http://localhost:8080/api/data-base/find-7117,1,0,0
1710145617712,4,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,87,0
1710145617755,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,2,0,0
1710145617801,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7118,2,0,0
1710145617803,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,501,420,1,1,null,0,43,0
1710145617803,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145617848,2,/find,200,,sendOrders 1-1,text,true,,246,173,1,1,http://localhost:8080/api/data-base/find-7119,2,0,0
1710145618040,2,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,2,0
1710145618041,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,1,0,0
1710145618043,1,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7120,1,0,0
1710145618044,5,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,501,420,1,1,null,0,84,0
1710145618083,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145618130,3,/find,200,,sendOrders 1-1,text,true,,246,173,1,1,http://localhost:8080/api/data-base/find-7121,2,0,0
1710145618133,2,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,419,1,1,null,0,44,0
1710145618176,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,1,0,0
1710145618178,1,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7122,1,0,0
1710145618179,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,501,420,1,1,null,0,88,0
1710145618221,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145618269,2,/find,200,,sendOrders 1-1,text,true,,246,173,1,1,http://localhost:8080/api/data-base/find-7123,2,0,0
1710145618271,4,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,420,1,1,null,0,41,0
1710145618271,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145618314,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7124,2,0,0
1710145618316,3,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,500,419,1,1,null,0,90,0
1710145618360,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,2,0,0
1710145618407,1,/find,200,,sendOrders 1-1,text,true,,245,173,1,1,http://localhost:8080/api/data-base/find-7125,1,0,0
1710145618593,2,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,425,1,1,null,0,1,0
1710145618593,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,252,1,1,http://localhost:8080/api/make-order,1,0,0
1710145618595,1,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7126,1,0,0
1710145618596,3,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 1",sendOrders 1-1,,false,,376,422,1,1,null,0,0,0
1710145618596,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,249,1,1,http://localhost:8080/api/make-order,2,0,0
1710145618598,1,/find,200,,sendOrders 1-1,,false,Response was null,121,173,1,1,http://localhost:8080/api/data-base/find-7127,1,0,0
1710145618599,2,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,1,0
1710145618599,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,1,0,0
1710145618601,1,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7128,1,0,0
1710145618602,3,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,501,420,1,1,null,0,42,0
1710145618603,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,1,0,0
1710145618645,2,/find,200,,sendOrders 1-1,text,true,,246,173,1,1,http://localhost:8080/api/data-base/find-7129,2,0,0
1710145618659,3,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,423,1,1,null,0,48,0
1710145618707,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,250,1,1,http://localhost:8080/api/make-order,1,0,0
1710145618709,1,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7130,1,0,0
1710145618710,6,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,501,420,1,1,null,0,88,0
1710145618754,3,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,3,0,0
1710145618801,3,/find,200,,sendOrders 1-1,text,true,,246,173,1,1,http://localhost:8080/api/data-base/find-7131,3,0,0
1710145618804,4,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,419,1,1,null,0,43,0
1710145618804,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,2,0,0
1710145618849,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7132,2,0,0
1710145618851,3,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,500,419,1,1,null,0,91,0
1710145618897,1,/api/make-order,200,,sendOrders 1-1,text,true,,255,246,1,1,http://localhost:8080/api/make-order,1,0,0
1710145618943,2,/find,200,,sendOrders 1-1,text,true,,245,173,1,1,http://localhost:8080/api/data-base/find-7133,2,0,0
1710145619050,4,send incorrect orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,376,420,1,1,null,0,1,0
1710145619051,2,/api/make-order,200,,sendOrders 1-1,text,true,,255,247,1,1,http://localhost:8080/api/make-order,2,0,0
1710145619053,2,/find,200,,sendOrders 1-1,,true,,121,173,1,1,http://localhost:8080/api/data-base/find-7134,2,0,0
1710145619055,4,send correct orders,200,"Number of samples in transaction : 2, number of failing samples : 0",sendOrders 1-1,,true,,502,421,1,1,null,0,27,0
